"","ONDERWIJSSOORT","INSTELLINGSCODE","INSTELLINGSNAAM","INSTELLING_ADRES","INSTELLING_POSTCODE","INSTELLING_PLAATS","INSTELLING_PROVINCIE","INSTELLING_GEMEENTECODE","INSTELLING_GEMEENTENAAM","TELLING_VOTOTAAL_2017","TELLING_VOTOTAAL_2018","TELLING_VOTOTAAL_2019","TELLING_VOTOTAAL_2020","TELLING_VOTOTAAL_2021","TELLING_VOTOTAAL_2022","PROGNOSES_VOTOTAAL_2023","PROGNOSES_VOTOTAAL_2024","PROGNOSES_VOTOTAAL_2025","PROGNOSES_VOTOTAAL_2026","PROGNOSES_VOTOTAAL_2027","PROGNOSES_VOTOTAAL_2028","PROGNOSES_VOTOTAAL_2029","PROGNOSES_VOTOTAAL_2030","PROGNOSES_VOTOTAAL_2031","PROGNOSES_VOTOTAAL_2032","PROGNOSES_VOTOTAAL_2033","PROGNOSES_VOTOTAAL_2034","PROGNOSES_VOTOTAAL_2035","PROGNOSES_VOTOTAAL_2036","PROGNOSES_VOTOTAAL_2037","PROGNOSES_VOTOTAAL_2038","PROGNOSES_VOTOTAAL_2039","PROGNOSES_VOTOTAAL_2040","PROGNOSES_VOTOTAAL_2041","PROGNOSES_VOTOTAAL_2042","BRJ_2017","BRJ_2018","BRJ_2019","BRJ_2020","BRJ_2021","BRJ_2022","BRJ_2023","BRJ_2024","BRJ_2025","BRJ_2026","BRJ_2027","BRJ_2028","BRJ_2029","BRJ_2030","BRJ_2031","BRJ_2032","BRJ_2033","BRJ_2034","BRJ_2035","BRJ_2036","BRJ_2037","BRJ_2038","BRJ_2039","BRJ_2040","BRJ_2041","BRJ_2042","VMBO_2017","VMBO_2018","VMBO_2019","VMBO_2020","VMBO_2021","VMBO_2022","VMBO_2023","VMBO_2024","VMBO_2025","VMBO_2026","VMBO_2027","VMBO_2028","VMBO_2029","VMBO_2030","VMBO_2031","VMBO_2032","VMBO_2033","VMBO_2034","VMBO_2035","VMBO_2036","VMBO_2037","VMBO_2038","VMBO_2039","VMBO_2040","VMBO_2041","VMBO_2042","HAVO_2017","HAVO_2018","HAVO_2019","HAVO_2020","HAVO_2021","HAVO_2022","HAVO_2023","HAVO_2024","HAVO_2025","HAVO_2026","HAVO_2027","HAVO_2028","HAVO_2029","HAVO_2030","HAVO_2031","HAVO_2032","HAVO_2033","HAVO_2034","HAVO_2035","HAVO_2036","HAVO_2037","HAVO_2038","HAVO_2039","HAVO_2040","HAVO_2041","HAVO_2042","VWO_2017","VWO_2018","VWO_2019","VWO_2020","VWO_2021","VWO_2022","VWO_2023","VWO_2024","VWO_2025","VWO_2026","VWO_2027","VWO_2028","VWO_2029","VWO_2030","VWO_2031","VWO_2032","VWO_2033","VWO_2034","VWO_2035","VWO_2036","VWO_2037","VWO_2038","VWO_2039","VWO_2040","VWO_2041","VWO_2042","PRO_2017","PRO_2018","PRO_2019","PRO_2020","PRO_2021","PRO_2022","PRO_2023","PRO_2024","PRO_2025","PRO_2026","PRO_2027","PRO_2028","PRO_2029","PRO_2030","PRO_2031","PRO_2032","PRO_2033","PRO_2034","PRO_2035","PRO_2036","PRO_2037","PRO_2038","PRO_2039","PRO_2040","PRO_2041","PRO_2042","BEVOEGDGEZAGNUMMER","BEVOEGDGEZAGNAAM","BEVOEGDGEZAG_ADRES","BEVOEGDGEZAG_POSTCODE","BEVOEGDGEZAG_PLAATS","BEVOEGDGEZAG_PROVINCIE","BEVOEGDGEZAG_GEMEENTECODE","BEVOEGDGEZAG_GEMEENTENAAM"
"502","VO","21GW","Bonaventuracollege SGM voor Gym. Ath. Havo Vmbo","Burggravenlaan 2","2313HV","LEIDEN","Zuid-Holland","0546","LEIDEN",2635,2513,2349,2225,2150,2143,2229.14580591598,2287.37017662429,2288.48591306832,2249.4917089546,2189.96351909537,2147.67367093273,2117.37400566335,2091.1910799324,2082.76274186351,2072.07787876908,2065.32550385714,2060.96149129195,2059.39796428759,2072.45366234024,2088.01894547113,2119.91909220032,2156.89997683094,2201.30042732032,2246.87984578257,2278.39147271774,933,735,647,692,722,866,916.931052559626,873.053600333274,807.575934150555,780.393192585455,770.871975301233,773.368891276539,770.67470388909,750.890171798206,746.81882052205,747.145547494318,752.738772492363,749.927390528394,742.209199988053,753.565669558317,779.891817497568,800.565699431627,811.293322860111,820.378284683584,832.302994244169,846.056150180353,302,278,250,237,215,257,293.02224506093,329.326825390209,332.00079157525,311.633438897411,294.79194923935,286.926316348491,281.853174087914,282.924645399721,282.033496926625,275.611434711537,272.911492366156,275.244586939769,276.453954603587,276.26327132969,271.850680652808,276.075986336228,286.086642808325,294.652529965033,299.478099595662,301.343083367643,571,587,595,526,480,391,400.936002910172,439.004889753843,468.936585402619,465.293012384269,446.926879856638,433.783822599552,427.209665214968,424.73865139844,426.333430782387,424.242470117072,416.932871748348,416.40560566365,419.396294764558,419.188699103887,416.83860861884,417.832437171733,425.663699147768,438.384293355431,449.920194905439,454.901626599151,829,913,857,770,733,629,618.256505385252,645.984861146967,679.972601939895,692.172065087464,677.372714698152,653.59464070815,637.63646247138,632.637611336034,627.576993632445,625.078426446154,622.742367250274,619.383908160138,621.338514931394,623.436022348343,619.437838701912,625.444969260736,633.856312014732,647.885319316272,665.178557037301,676.090612570588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"57266","Stichting Confessioneel Onderwijs Leiden","Marienpoelstraat 4","2334CZ","LEIDEN","Zuid-Holland","0546","LEIDEN"
"503","VO","21GZ","Kwadrant Scholengroep  RK Regionale Scholengemeenschap voor Vwo Havo en Vmbo","Mgr. Schaepmanlaan 13","5103BB","DONGEN","Noord-Brabant","0766","DONGEN",1722,1724,1717,1663,1654,1650,1636.80382183448,1607.43435881051,1562.27266585653,1558.54427166217,1563.06692697735,1567.35490252269,1593.65533582425,1614.17070794514,1621.05921454931,1620.74501526707,1630.18097768954,1633.89421806181,1628.65722988668,1641.43792936252,1671.5790166038,1708.49347641774,1739.99206413993,1779.21840056377,1801.72730382595,1831.83286484377,759,749,766,728,713,716,705.003455474687,700.087064618726,684.103088538352,691.160984089077,706.019752078974,695.372502332747,715.224587438143,737.052693761086,724.63816381617,710.762792712195,715.621725624629,726.592113786969,728.732071385027,729.259817826019,756.111201932201,786.341101502057,794.381054724312,802.214115445371,807.635936975535,822.46758128962,527,536,518,488,496,479,486.015331238259,479.302241872709,459.616643578811,457.822185250146,449.527021711644,459.749246872437,462.156820937598,456.217545933829,468.871483889248,478.175751616483,474.775810293714,468.698093758577,465.973671726283,477.776607643306,475.92222944533,476.901358629187,493.5299474746,512.982647789137,518.877158956552,524.742454571108,268,273,266,265,259,284,276.365635190496,266.438319987109,262.387404068095,255.249652651602,257.21562257621,259.804363461314,264.480670784055,266.923727013603,270.327162364057,274.203480976477,279.561992577267,276.27252576794,273.278821522053,274.184168077996,278.963986193464,281.198422768094,284.884601040443,293.577801341609,301.162831593019,306.199406942141,168,166,167,182,186,171,169.419399931035,161.606732331968,156.165529671274,154.31144967135,150.304530610524,152.428789856197,151.793256664458,153.976741236618,157.222404479835,157.602989961917,160.221449193928,162.331484748323,160.672665253318,160.217335815194,160.581599032807,164.052593518402,167.19646090057,170.443835987649,174.051376300844,178.423422040899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41211","Ons Middelbaar Onderwijs","Spoorlaan 171","5038CB","TILBURG","Noord-Brabant","0855","TILBURG"
"504","VO","21HC","Interconfessionele Scholengroep Westland voor Lyceum Havo Mavo Vbo Lwoo PrO","Professor Holwerdalaan 54","2672LD","NAALDWIJK","Zuid-Holland","1783","WESTLAND",4276,4413,4312,4396,4472,4665,4762.23674575174,4810.74554118712,4767.21240510667,4708.45014038739,4686.20192364104,4727.5012105722,4721.23874811081,4743.64706213846,4781.29092170242,4785.3727938022,4852.23123292176,4909.71288824961,4957.55671262875,5051.81205942045,5174.71002930694,5297.00279438732,5430.63145507517,5559.22899978796,5657.63180432401,5725.95508840271,1727,1703,1710,1791,1864,1969,2012.44199300588,1984.60356109936,1894.07994329226,1860.21678125286,1891.03021114331,1947.26992854085,1935.37670752899,1906.72289409146,1939.33133378433,1951.36799915034,1986.43846463946,2017.21553894109,2009.76116894468,2066.11359205128,2169.8204563987,2243.62857402547,2275.34231511182,2309.81962476764,2324.41775415199,2340.05349717369,1014,986,903,873,847,888,933.643163045585,954.816529936759,975.100199833709,948.773959483613,914.304062819112,906.836419158966,913.674271075026,935.464181723731,927.888502424429,915.592862357232,934.970059331637,943.824486460676,957.997314769961,976.621748489693,970.811600639996,990.385309306369,1038.19987058608,1070.11202053309,1090.95194709649,1106.48711792293,773,890,887,882,879,906,925.404512629432,958.86171325639,968.946491607316,974.923261869534,959.538154306083,954.075164903449,954.120218437611,973.438151074886,982.26038285701,981.471182365707,984.561171846377,997.923049303559,1017.71100368851,1025.56435390454,1040.52109750178,1048.7894097766,1078.93880581276,1113.47534353584,1146.82315388739,1163.70929331638,620,681,653,669,689,708,699.199046561129,718.175433844656,735.199455646897,730.492537443837,723.189819859025,717.219296765356,712.560566059814,720.738137048977,721.792911544485,725.891284192679,735.096577809232,737.192992081808,755.862094156778,765.210812182593,770.661931100367,786.540619651296,805.210497420607,825.989943184612,850.36572315077,867.478083997035,142,153,159,181,193,194,191.548030509718,194.288303049958,193.886314726489,194.043600337543,198.139675513504,202.100401203571,205.506985009376,207.283698199404,210.017791092164,211.04946573624,211.164959295055,213.556821462472,216.225131068814,218.301552792339,222.894943666091,227.658881627589,232.939966143914,239.832067766789,245.073226037376,248.227095992677,"20281","Stichting Lucas Onderwijs","Saffierhorst 105","2592GK","'S-GRAVENHAGE","Zuid-Holland","0518","S GRAVENHAGE"
"505","VO","21KM","Praktijkcollege Zoetermeer, voor openbaar praktijkonderwijs","Dr. J.W. Paltelaan 1","2712RN","ZOETERMEER","Zuid-Holland","0637","ZOETERMEER",245,222,238,221,241,248,256.075129300417,268.611876882864,272.10343037154,269.138441744089,262.353982204511,259.003571174804,260.806985922914,261.578734681093,261.62759992409,261.491472265749,259.903526764903,259.321834653383,258.122910808046,256.836287141221,258.756013329277,262.98454896969,266.708991701729,273.031416691436,281.545188604736,286.275876417729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,222,238,221,241,248,256.075129300417,268.611876882864,272.10343037154,269.138441744089,262.353982204511,259.003571174804,260.806985922914,261.578734681093,261.62759992409,261.491472265749,259.903526764903,259.321834653383,258.122910808046,256.836287141221,258.756013329277,262.98454896969,266.708991701729,273.031416691436,281.545188604736,286.275876417729,"20281","Stichting Lucas Onderwijs","Saffierhorst 105","2592GK","'S-GRAVENHAGE","Zuid-Holland","0518","S GRAVENHAGE"
"506","VO","21SK","Mondial College","Leuvensbroek 3001","6546TD","NIJMEGEN","Gelderland","0268","NIJMEGEN",1601,1518,1471,1495,1604,1739,1830.76953947037,1845.47552074434,1803.21311066717,1752.62987894894,1697.78727885634,1680.51476883035,1656.53784799895,1637.60023185409,1631.38103691898,1634.09829793485,1629.50482453934,1631.72846067316,1635.57099465682,1647.36042540146,1665.53524549312,1684.36035225287,1722.59374832742,1753.04774751987,1779.80561380943,1792.49633285395,609,592,587,666,773,770,773.801391004359,751.770986871569,703.684871030676,683.348703260348,674.464133484044,679.908255838136,674.956339507586,661.735490307605,657.39592423407,663.219682224401,673.894401333957,667.304408367429,665.162397727012,680.673137186599,698.882525250665,709.248295309599,723.450178556294,733.917315219481,738.37087467036,739.648508904275,471,448,439,362,351,386,431.92320314287,436.689144932847,432.063718924244,417.700010586503,393.350820066704,385.65000198801,378.60723559796,376.414818009455,376.403986050793,373.769050120961,366.244915832884,370.171242308064,374.702240082523,372.575263576923,370.730080656558,375.540745396273,387.827924472323,394.858280879849,403.110364608464,407.823194909754,328,272,249,274,279,308,329.412140787022,351.705930393389,353.513205044671,344.480872022205,335.969013852625,326.450617020377,321.099476546477,319.898020305903,318.867838348284,319.728783963557,315.280008790024,316.651710713542,316.819613650196,317.64413962984,317.899379801909,318.888735606351,324.862801901458,332.578224574814,339.947577776674,343.153370296935,193,206,196,193,201,275,295.632804536117,305.30945854653,313.951315667581,307.100293079887,294.003311452967,288.505893983825,281.874796346931,279.551903231131,278.713288285834,277.380781625935,274.08549858247,277.601099284122,278.886743197085,276.467885008102,278.023259783986,280.682575940641,286.452843397347,291.693926845729,298.376796753937,301.871258742986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41285","Stichting @voCampus","de Meeuwse Acker 2020","6546DZ","NIJMEGEN","Gelderland","0268","NIJMEGEN"
"507","VO","21WE","Kaj Munk College voor Atheneum Havo Mavo","Kaj Munkweg 3","2131RV","HOOFDDORP","Noord-Holland","0394","HAARLEMMERMEER",2000,1916,1762,1554,1437,1340,1326.7946597887,1332.62206172584,1355.11768555102,1351.00439932479,1334.48198396244,1326.89809524291,1326.39676239403,1328.02836303352,1330.00707734409,1330.53777251712,1344.94436365563,1355.46293698912,1370.21798444389,1396.08983623473,1410.54038290382,1433.33868154095,1467.6666973441,1503.62535152563,1538.20891436541,1562.66821441336,806,723,582,452,463,532,572.77755003212,542.564336503498,517.591518755208,509.543156606368,514.325110587006,518.638431826236,522.662360910787,515.354804045498,514.155817738769,528.927672037748,554.058759326999,550.573502832854,541.030629533757,559.538795502812,574.972001173283,588.188508815519,604.778246887561,615.365110208498,625.746300143391,636.836221942434,255,307,319,287,241,224,229.595608058859,263.04473370368,273.168476646096,261.106765545619,249.319898626222,247.676016939864,248.220405009597,251.070203875172,250.700650232533,244.102234261519,241.53449245401,250.043556307458,260.016380482387,258.627642311689,255.189199955816,260.951374389798,268.882207219867,276.343127832317,284.639085377189,287.02625095415,562,541,557,512,471,358,321.783880659054,331.786920923543,365.139413320715,371.556686089756,361.554832136839,355.132659574173,354.168098619626,359.551402509637,361.819580270978,356.688521893819,350.411949478921,353.998593278504,364.849772907527,371.528032530047,370.672984622428,372.243878705965,380.171968334417,391.655410438839,401.694536647996,409.333721585069,377,345,304,303,262,226,202.637621038663,195.226070595114,199.218276829002,208.797791083045,209.282142612376,205.450986902632,201.345897854023,202.051952603218,203.331029101812,200.81934432403,198.939162395705,200.847284570307,204.32120152022,206.395365890186,209.706197152295,211.954919629664,213.834274902253,220.261703045977,226.128992196831,229.472019931703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41021","Iris, Stichting voor Christ. Voortgez. Onderw.","Koediefslaan 69","2101BT","HEEMSTEDE","Noord-Holland","0397","HEEMSTEDE"
"508","VO","22NE","College de Heemlanden School voor havo en atheneum","De Slinger 48","3995DE","HOUTEN","Utrecht","0321","HOUTEN",1602,1571,1510,1432,1450,1490,1513.62615489951,1512.53320712237,1514.60007318728,1489.26404214371,1436.40673408903,1373.72544843755,1348.3331687293,1323.28758081778,1305.29140512358,1300.89825355878,1314.37446404686,1316.38070038329,1310.39855908033,1327.28582722019,1334.5800603978,1358.53008690455,1377.54953857418,1403.98001239932,1426.58903542917,1453.24299074321,513,532,510,488,501,570,602.565613680484,546.092511582755,505.809171959457,480.033349423324,468.823037067009,458.183453926362,467.710417472056,464.956992201808,450.989808237482,453.371555662544,460.177281996667,465.181641259844,460.60222850884,468.322408239255,478.552416927228,489.702429369185,501.973821740972,512.314628006211,514.569679826691,516.585285371624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,463,446,433,464,477,478.752018285634,514.454934630986,547.514725149618,538.0614051509,500.09105481894,478.495362503189,463.434988911079,453.293778695601,453.544869983081,453.852342867202,455.202788881846,450.483764702214,453.740827388479,456.931625190203,456.501309989838,461.348648999657,465.265181563518,475.03381363431,487.166124826454,500.912995137858,591,576,554,511,485,443,432.308522933392,451.985760908627,461.2761760782,471.169287569482,467.492642203076,437.046632007999,417.187762346168,405.036809920369,400.756726903015,393.67435502903,398.994393168342,400.715294421227,396.05550318301,402.031793790727,399.526333480729,407.479008535705,410.310535269691,416.631570758799,424.853230776026,435.744710233733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"49155","HIJN scholengroep","Vreeswijksestraatweg 6A","3432NA","NIEUWEGEIN","Utrecht","0356","NIEUWEGEIN"
"509","VO","23AP","MY college voor VMBO","Zinkseweg 2","3201KZ","SPIJKENISSE","Zuid-Holland","1930","NISSEWAARD",450,429,457,444,432,499,509.141234774855,536.038127875243,565.951186737369,538.628730787765,520.745654968954,519.31972430217,518.302276243646,519.350915436594,523.956067124317,526.293564713892,531.130379843427,530.769300436312,527.892635367904,530.6678548479,536.836144154279,546.700925698658,558.726642979745,572.050316690889,579.845974330749,590.328145693323,294,235,237,242,233,292,334.713295904745,314.865199848014,293.623922296871,283.989489809305,283.850361110464,289.764673373882,290.950809365952,287.104562668747,289.918899587021,292.864015921368,297.483898201013,295.764469302288,291.690602444493,294.552376499978,304.109066802738,313.673043257847,319.864484493129,323.402181976195,326.018586325291,332.67485246243,156,194,220,202,199,207,174.42793887011,221.172928027229,272.327264440499,254.639240978459,236.895293858491,229.555050928288,227.351466877694,232.246352767847,234.037167537296,233.429548792524,233.646481642413,235.004831134024,236.202032923412,236.115478347923,232.727077351541,233.027882440811,238.862158486617,248.648134714693,253.827388005458,257.653293230893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41594","Stg. Onderwijsgroep Galilëi, Openb.Voortg.Ond.Voorne-Putten","Hossenbosdijk 16","3232PX","BRIELLE","Zuid-Holland","1992","VOORNE AAN ZEE"
"510","VO","23DB","MET Praktijkonderwijs Waalwijk","Koetshuislaan 1","5146BA","WAALWIJK","Noord-Brabant","0867","WAALWIJK",228,223,219,215,197,189,186.334109609981,186.341158131401,187.329987483228,185.109685085049,187.22657055559,185.791113845853,184.456071983765,183.556916055323,184.883915865059,184.097360354113,183.462356220499,183.843073122173,185.380160983016,187.539764193238,191.085556583339,194.397767979767,198.214910238587,203.926532852776,208.612827580776,212.741325724032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,223,219,215,197,189,186.334109609981,186.341158131401,187.329987483228,185.109685085049,187.22657055559,185.791113845853,184.456071983765,183.556916055323,184.883915865059,184.097360354113,183.462356220499,183.843073122173,185.380160983016,187.539764193238,191.085556583339,194.397767979767,198.214910238587,203.926532852776,208.612827580776,212.741325724032,"40681","Stichting Scholengroep Willem van Oranje","De Gaard 4","5146AW","WAALWIJK","Noord-Brabant","0867","WAALWIJK"
"511","VO","23EJ","T Genseler","Jasmijnstraat 15","7552AH","HENGELO OV","Overijssel","0164","HENGELO",215,212,201,215,212,201,198.236989274213,196.08148598775,194.124847898556,192.233906620154,191.17649593226,188.085587990458,185.612509772002,183.921324928736,180.962138085671,177.491659217704,175.944594829418,175.706353611219,176.362657280829,178.128825713249,180.882686454658,183.861555879652,186.261735641122,189.01478952048,191.414688570227,193.476053007309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,212,201,215,212,201,198.236989274213,196.08148598775,194.124847898556,192.233906620154,191.17649593226,188.085587990458,185.612509772002,183.921324928736,180.962138085671,177.491659217704,175.944594829418,175.706353611219,176.362657280829,178.128825713249,180.882686454658,183.861555879652,186.261735641122,189.01478952048,191.414688570227,193.476053007309,"41824","Stichting OSG Hengelo","Jan Tinbergenstraat 101","7559SP","HENGELO OV","Overijssel","0164","HENGELO"
"512","VO","23FY","Bossche Vakschool voor Mavo Vbo Lwoo","Hervensebaan 5","5232JL","'S-HERTOGENBOSCH","Noord-Brabant","0796","S HERTOGENBOSCH",614,522,580,578,611,782,810.124529643817,814.303185610468,830.67505149767,764.792489606464,711.949490109407,681.863768977789,672.10536782247,660.556044116444,651.648908639767,645.565595897432,642.201016178442,639.529176559198,639.206709915232,649.552312082153,657.613370286144,671.469677194763,689.558760634954,707.012874325703,722.395155546665,737.020579125249,393,348,319,304,335,497,494.718578887275,452.504582867334,401.407062098323,372.731387739246,363.295559825878,360.438988417915,357.439476355685,348.359403118254,342.443537574116,344.164188591388,346.849637392567,345.106692822253,342.425232299907,351.569990215277,362.126044700331,371.535670552598,380.297300361612,389.469059421284,395.89265530982,403.482482163488,221,174,261,274,276,285,315.405950756542,361.798602743134,429.267989399347,392.061101867218,348.653930283529,321.424780559874,314.665891466786,312.19664099819,309.205371065651,301.401407306044,295.351378785875,294.422483736945,296.781477615325,297.982321866876,295.487325585813,299.934006642165,309.261460273342,317.543814904419,326.502500236845,333.53809696176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41211","Ons Middelbaar Onderwijs","Spoorlaan 171","5038CB","TILBURG","Noord-Brabant","0855","TILBURG"
"513","VO","23GF","Stichting Joodse Kindergemeenschap Cheider MAVO HAVO VWO","Zeelandstraat 11","1082BV","AMSTERDAM","Noord-Holland","0363","AMSTERDAM",38,39,37,34,37,33,30.7877658579509,30.9827251617155,30.8709141344265,31.2373183654489,31.6941776235561,32.9122088413905,33.6517953529535,33.385045894341,33.0812616394379,32.9485855924666,32.9228622280305,32.9300839463093,32.7055187721904,32.8387570397462,33.3929712266681,34.104862591506,34.8462390788215,35.4549537720761,35.9671398383907,36.1431567561655,24,25,24,17,19,17,16.8855936679529,16.3450021172784,17.6921967221772,18.4243038562613,18.1938447829795,18.4018989707714,18.713444299599,18.6126491632463,18.3129786482563,18.0665540306942,18.2259998966887,18.1323328847997,18.1144161758965,18.320301555117,18.8472087364305,19.4035102790469,19.8316561891986,20.0682816335613,20.2217337152078,20.1490210265397,4,5,3,2,4,4,4.27304144039843,4.03741777458144,3.58462824177536,3.93274770328503,4.29163878077466,4.46418325281256,4.33044371835107,4.26751525755209,4.4046988512627,4.3140608698848,4.22835091874069,4.23974817749588,4.20740159649003,4.18159680719967,4.21116814225297,4.26674506986153,4.4297141962019,4.54589865694072,4.62737574945313,4.66253087450564,5,6,5,7,6,5,3.74743436805273,4.37671365716901,3.91151954411968,3.44320679926755,3.96711312413342,4.31703572963932,4.50037902857016,4.38111433550872,4.30944820851649,4.4793258172439,4.38028799820039,4.39741235117954,4.3244559343279,4.28878094480393,4.31692527168085,4.37022502872759,4.40264821035119,4.52701206621396,4.66073477118075,4.7423060385285,5,3,5,8,8,7,5.88169638154688,6.22359161268672,5.68256962635427,5.43706000663506,5.24158093566854,5.72909088816724,6.10752830643329,6.12376713803386,6.05413593140245,6.08864487464368,6.08822341440076,6.16059053283426,6.05924506547603,6.04807773262562,6.01766907630375,6.06438221386994,6.18222048306985,6.31376141536016,6.45729560254901,6.58929881659163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"78457","Stichting Joodse Kindergem. Cheider","Zeelandstraat 11","1082BV","AMSTERDAM","Noord-Holland","0363","AMSTERDAM"
"514","VO","23HC","Lingecollege voor vwo havo mavo vmbo pro lwoo","Teisterbantlaan 2","4006EB","TIEL","Gelderland","0281","TIEL",2872,2637,2443,2164,2191,2169,2145.45316284177,2143.95253173634,2104.51907170943,2058.73243687469,2006.56752399809,1986.96358695476,1982.23171233125,1971.06038645306,1981.06690074931,1980.86374714884,2002.86614751665,2016.52004927917,2022.72200390023,2062.45177518074,2106.75472831552,2159.38116494337,2222.64738832122,2309.59385971734,2370.18266102348,2423.11888264394,972,923,869,741,859,937,899.818230430561,873.917768605083,820.872610290964,789.702137986532,772.775049787632,785.863242540462,803.997599294948,782.863308332171,779.561730516448,779.610193705997,809.479494790117,822.577813606302,807.023097486041,826.359065280758,870.124560350817,899.874214213507,926.181394502156,961.105698031945,980.40496228112,991.684120288863,661,591,496,452,437,419,422.197926326966,438.705106792214,442.240206153031,430.506796833414,410.134522327185,396.03274440775,390.495465281649,397.126094909785,403.375257137509,396.566988972886,392.621548001304,392.142298774662,403.587070387725,414.490914995641,406.577744686001,414.749848932853,435.072670948521,450.835837949094,462.922485965489,478.640499979018,635,561,552,465,428,380,397.74971941642,393.695643949691,405.321094794181,403.035134645657,396.85164189871,386.903662775296,378.417984059836,382.125643964387,387.303901895045,390.889587871975,384.13380465812,385.403483072364,390.681461115423,396.699384842286,400.682964495388,404.176617911655,413.664131377261,432.724513468053,445.177420841303,458.26130129486,452,412,388,376,338,296,275.152548927882,283.648502672009,283.123032203725,285.835374092391,281.629097401458,277.161271933562,269.090569378485,268.3599779404,269.008978109409,271.202104528224,271.989333983549,271.007184428172,275.560756512704,277.269316497756,279.12763073972,285.518575085853,289.286198093666,300.214565041083,311.325499942412,320.260852109462,152,150,138,130,129,137,150.534737739938,153.985509717344,152.962128267533,149.6529933167,145.177212583101,141.002665297689,140.230094316337,140.585361306321,141.817033090895,142.594872069753,144.641966083559,145.389269397673,145.869618398334,147.633093564294,150.241828043591,155.061908799504,158.442993399614,164.713245227162,170.352291993159,174.272108971742,"41152","Stichting Openbaar V.g. O.w. Tiel","Teisterbantlaan 2","4006EB","TIEL","Gelderland","0281","TIEL"
